,0
2177,0.3184548438425189
2177,-0.48047820146708625
2177,-0.7628716086358608
2177,2.023947815692782
2177,-0.061416587559566034
2177,0.12568998346927146
2177,0.24142998111415515
2177,-1.928479213584281
2177,-0.6764925365781232
2177,-0.7734868081619888
2177,0.9846929207552219
2177,-0.37235886252605843
2177,0.7266525422087718
2177,0.8146731399664261
2177,0.30167273072102174
2177,1.3981907574040848
2177,0.09731024256184816
2177,0.9793616929707195
2177,0.1814521140634109
2177,-1.2659880434396453
2177,1.248420190987822
2177,1.1482386236699518
2177,1.7799673534821339
2177,0.24394947434751194
2177,-0.4674827896760793
2177,1.5481578094723072
2177,0.35420901459881005
2177,2.0056535091992402
2177,3.4314130916626397
2177,-0.8737715926261416
2177,-0.010056730433385116
2177,0.5661212773975252
2177,0.16208086722431833
2177,-0.4191299091729271
2177,1.3024251429350056
2177,0.32385073779095697
2177,0.07524291411864975
2177,-0.060481415342643965
2177,-0.9578861053660394
2177,-1.63798885654266
2177,-1.4972864760383613
2177,-0.3926727430625275
2177,-0.2280712406635327
2177,0.13729258557550061
2177,-0.49317142329969976
2177,1.658651142777836
2177,0.8036724306168327
2177,-1.5800280763746926
2177,0.3740652576674239
2177,0.9076705451870093
2177,-1.01169830240149
2177,-0.21029301990140456
2177,-0.19083347887693747
2177,1.042857648055603
2177,-0.3865903929123059
2177,0.40198363036676416
2177,0.1802135083080195
2177,0.4450027959252628
2177,0.7475670719218016
2177,0.5489051548296108
2177,0.3847625334785474
2177,1.4626044745848312
2177,-0.2966944764005044
2177,-0.5059268241360978
2177,0.2661336993178254
2177,-0.16457901631887623
2177,0.886034739030077
2177,1.7325707860571906
2177,0.44942372309435663
2177,0.5561564702509854
2177,-0.12470362119173298
2177,1.0489698441276414
2177,-1.4149328726856467
2177,-0.5695110734063559
2177,-0.6344632607598777
2177,-0.26575917843752905
2177,0.12050798529385233
2177,1.3216533780653936
2177,1.8320696279135043
2177,0.01665785675268362
2177,0.4706217890646446
2177,0.22455708664713236
2177,0.22765111387546022
2177,-0.6895526145330665
2177,-1.5024597691532502
2177,-1.2475892762197456
2177,-1.8049345073843388
2177,0.7923160573655912
2177,-1.0067811867821943
2177,-0.4922287896023233
2177,0.5866527844472406
2177,0.09757263795781936
2177,1.0193713947460377
2177,0.4766568831719895
2177,-1.212076359998139
2177,0.6429869618761999
2177,0.08921951058937955
2177,-1.8558603550641029
2177,1.3082177389275904
2177,0.8722931791936531
2177,0.21601120436696
2177,0.926932356979441
2177,-2.17310633743429
2177,1.2199994119379007
2177,-1.3461230999373208
2177,0.7966748055308999
2177,-1.92557669768761
2177,0.22353983814521458
2177,-1.1665115860246937
2177,-0.32578305795107376
2177,-0.2935793083108898
2177,1.1290240679203967
2177,0.2705235369850269
2177,0.1929825885252502
2177,-0.24714527186453422
2177,0.34522663571206924
2177,0.007935386101762835
2177,-1.1576311807041595
2177,1.2569337401860263
2177,-1.0947358747958364
2177,0.9657594141027736
2177,0.1452999976828971
2177,0.29690981903111224
2177,0.2111649728119789
2177,0.698214353037791
2177,1.1026788240168093
2177,-0.9812778465898522
2177,1.2809945274905628
2177,1.6137902351272337
2177,-1.0649857086449979
2177,-1.3506994746158767
2177,1.115350904988136
2177,0.6054955097541631
2177,1.7933557365770603
2177,0.0022820710776553297
2177,1.5021528081520663
2177,-0.013531293164875124
2177,0.2925286864244407
2177,1.4602180444195734
2177,0.7873927238459167
2177,1.1933333243747848
2177,-0.9178602370497373
2177,-0.38713135024523293
2177,0.9167561412200333
2177,0.19868191601215762
2177,-0.20725246661633157
2177,-1.012915767295595
2177,-0.7634013737481067
2177,-0.741636235263302
2177,1.1026539524152958
2177,-1.522982571142436
2177,0.8642409982035315
2177,-0.6902204170337145
2177,0.5510217281184432
2177,-1.2409199562737963
2177,0.28923568638400154
2177,-1.2255915882607866
2177,-1.1214939872845542
2177,0.12402731690806808
2177,-0.743134749254514
2177,1.6673611776279997
2177,0.8118141493724047
2177,0.8615188014178363
2177,1.211444824597199
2177,-1.0024995405815784
2177,1.3334586837239613
2177,0.5983996418422505
2177,0.6519842637238494
2177,0.08058035980353034
2177,-0.3559299261460588
2177,-0.8523907203847266
2177,-0.4640554829874654
2177,-0.8931428394652342
2177,-1.9849315311204312
2177,-0.25172164654309
2177,1.8836396500724781
2177,-0.9558230060204621
2177,-0.1122528974738804
2177,0.6153272538326038
2177,-2.1675823547380553
2177,0.3547014723087854
2177,-0.9362627350098641
2177,-0.7146455733004294
2177,-0.996310242544847
2177,-0.6389749692744972
2177,0.9605749287672032
2177,-0.4260964447569676
2177,-1.395020668513627
2177,0.4259598542261536
2177,-0.3731671895752599
2177,-0.5590177447276458
2177,-1.790679348976653
2177,0.14542062495023975
2177,-0.6015531576366994
2177,-1.3840162284238067
2177,-1.5204021424853702
2177,-1.7758434386736182
2177,0.12749068741887692
2177,-0.14664286088713488
2177,-0.12236569064942754
2177,-1.1710929350235522
2177,-1.7199295913102437
2177,0.8294767171874928
2177,0.11210760188253614
2177,-1.2317821298775935
2177,0.40550669272120693
2177,-0.22613996080597906
2177,-0.2161490384778499
2177,-1.1882257377263947
2177,-0.07172462280699743
2177,-0.13065663901408278
2177,-0.5920609109189235
2177,-0.14591785370300503
2177,-0.3992102435204531
2177,-0.6211333259285086
2177,0.3555135300982136
2177,-0.6161142367430058
2177,1.1519892611782465
2177,-0.317100381862575
2177,-2.694071877064517
2177,1.6898650026777673
2177,-1.045013812629345
2177,-0.2736148737756909
2177,-0.8983148890000474
2177,1.5687465212055047
2177,-0.05741225971583014
2177,-0.08371024757654098
2177,0.39824169791899944
2177,2.3341252889127215
2177,-0.03644425605954577
2177,-1.2358648032660984
2177,-0.9410928000238614
2177,0.4555508421273031
2177,-0.5576162299823383
2177,-0.34149071788717034
2177,-1.3035466488857697
2177,-0.8689241174910846
2177,-0.3221144967277751
2177,-0.4231615957783285
