,0
1010,-0.9313305759197805
1010,-0.128270858954068
1010,1.3134621928942622
1010,-1.225274321117557
1010,-0.7637585716361803
1010,0.6768512359049724
1010,-0.03821453548998392
1010,0.5538500724569208
1010,-0.4981383184156998
1010,-0.10663869377809984
1010,1.0409935275783682
1010,0.0908420126817229
1010,0.37956224957882884
1010,-0.01720817785658566
1010,0.48758710377938136
1010,-0.2152251701322411
1010,0.5016749521162415
1010,0.904682341362561
1010,-0.7883187729121361
1010,-1.4451202574590847
1010,-2.4688020472462466
1010,-0.3427150880860429
1010,-0.12976570288166484
1010,0.08208661889788336
1010,-2.0210008573921265
1010,0.6935825088143629
1010,0.7192963580028031
1010,2.2098499990729343
1010,1.3381085377185882
1010,0.9269234231892628
1010,0.25174295923420076
1010,0.4782979578134847
1010,0.4911933091866346
1010,0.49713805856875565
1010,0.27369351772130135
1010,-0.020088919459429207
1010,-0.3899774925358571
1010,-0.8469200330522979
1010,0.15790054236479664
1010,-0.43717064432913905
1010,1.2670705139186575
1010,0.6692773600051491
1010,-0.5036388373425008
1010,0.40671773638557857
1010,-1.1638201893460831
1010,1.1363417674550629
1010,0.6093493203111712
1010,0.21939859045504695
1010,0.020773526073250576
1010,0.43330822286037235
1010,-0.014367974394151939
1010,-1.4274937672823202
1010,0.08536936372645307
1010,-0.5975614859481319
1010,0.658718018973091
1010,-1.3013770788348873
1010,0.9814480665845041
1010,0.21424180117713398
1010,1.3138464606835594
1010,0.6388822001440141
1010,-0.44352077511535376
1010,1.0531887514848637
1010,-1.3533258612249472
1010,1.433508294815387
1010,-0.10001746417789685
1010,1.0618461780960473
1010,0.5887491886264585
1010,-0.5583323896561145
1010,0.29865487767839216
1010,0.2805368625491641
1010,1.9261151089015929
1010,0.6802995114735478
1010,0.23299406929485095
1010,-0.31171354520795075
1010,0.2760911798175991
1010,0.5632177610698608
1010,-0.2743010643330296
1010,-2.0300163709102597
1010,0.07132458716377836
1010,1.200152178637833
1010,0.9890067406816739
1010,-1.7092845158031937
1010,0.1099084513876128
1010,-0.2839989698813875
1010,-1.55006759116689
1010,-0.37575958433185036
1010,0.7829083012064854
1010,-2.365716934363498
1010,-1.4987370154180732
1010,-1.584179591776812
1010,0.9842933373144885
